StateCode,Date,Avg_Demand,Avg_ISGS,Avg_ImportData
ACP,2025-08-01,171.16,,171.16
GJT,2025-08-01,18756.26,12361.74,6394.53
MPD,2025-08-01,9720.05,5716.89,4003.16
HP,2025-08-01,1526.21,1158.79,415.0
MIP,2025-08-01,145.0,,145.0
HRN,2025-08-01,9253.58,2715.95,6537.63
MZM,2025-08-01,89.74,,89.74
KRT,2025-08-01,11444.32,7596.42,3847.89
GOA,2025-08-01,519.37,,519.37
DNH,2025-08-01,942.21,,942.21
UP,2025-08-01,22244.16,12497.32,9746.84
KRL,2025-08-01,3381.95,1758.63,1623.32
AP,2025-08-01,11007.79,8590.95,2416.84
UTK,2025-08-01,2084.95,675.0,1409.95
JAK,2025-08-01,2136.21,184.11,1952.11
JHK,2025-08-01,1570.21,409.0,1161.21
CHG,2025-08-01,293.68,,293.68
MHA,2025-08-01,22138.89,15153.53,6985.37
RJ,2025-08-01,11561.68,7379.0,4182.68
MGA,2025-08-01,228.56,181.89,57.44
TPA,2025-08-01,259.95,109.84,150.11
BGL,2025-08-01,9435.95,5780.74,3655.21
TND,2025-08-01,18022.0,10006.42,8015.58
BHR,2025-08-01,6763.68,418.68,6345.0
SKM,2025-08-01,59.11,,59.11
ODI,2025-08-01,5705.58,3260.0,2445.58
NGD,2025-08-01,158.0,,158.0
PU,2025-08-01,440.21,,440.21
DL,2025-08-01,5612.37,514.21,5098.16
PNB,2025-08-01,10842.05,4808.58,6033.47
DND,2025-08-01,354.26,,354.26
ASM,2025-08-01,2176.11,290.47,1885.63
CTG,2025-08-01,4972.47,2011.42,2961.05
TLG,2025-08-01,11927.47,6794.47,5133.0
HP,2025-08-02,1452.92,1203.71,249.21
CTG,2025-08-02,5101.12,1989.71,3111.42
TLG,2025-08-02,12235.54,6320.17,5915.38
MPD,2025-08-02,9864.5,5541.29,4323.21
ACP,2025-08-02,168.04,,168.04
MZM,2025-08-02,70.04,,70.04
JHK,2025-08-02,1577.0,409.0,1168.0
CHG,2025-08-02,273.88,,273.88
KRT,2025-08-02,11164.33,7824.38,3339.96
UP,2025-08-02,22542.5,12638.46,9904.04
GOA,2025-08-02,493.62,,493.62
MIP,2025-08-02,145.0,,145.0
JAK,2025-08-02,2049.42,265.88,1783.54
TND,2025-08-02,16573.7,8723.35,7850.35
TPA,2025-08-02,257.38,108.0,149.38
MGA,2025-08-02,233.62,200.38,48.17
GJT,2025-08-02,18898.17,12040.42,6857.75
HRN,2025-08-02,9608.33,2637.12,6971.21
BHR,2025-08-02,6490.21,403.75,6086.46
ASM,2025-08-02,1980.08,318.75,1661.33
MHA,2025-08-02,22427.42,15037.96,7389.46
UTK,2025-08-02,1980.58,958.96,1021.62
BGL,2025-08-02,9301.75,5684.42,3617.33
NGD,2025-08-02,159.38,,159.38
PU,2025-08-02,408.54,,408.54
AP,2025-08-02,11099.96,7747.54,3352.42
ODI,2025-08-02,5879.92,3260.0,2619.92
RJ,2025-08-02,12029.04,8785.67,3243.38
PNB,2025-08-02,10755.62,4857.79,5897.83
KRL,2025-08-02,3236.29,1696.79,1539.5
DNH,2025-08-02,930.71,,930.71
SKM,2025-08-02,54.75,,54.75
DL,2025-08-02,5328.92,484.96,4843.96
DND,2025-08-02,360.83,,360.83
DNH,2025-08-03,918.83,,918.83
KRL,2025-08-03,2813.79,1651.04,1162.75
MIP,2025-08-03,145.0,,145.0
MZM,2025-08-03,74.46,,74.46
GJT,2025-08-03,18374.21,11371.25,7002.96
BHR,2025-08-03,5678.08,361.25,5316.83
ASM,2025-08-03,1759.67,348.0,1411.67
TLG,2025-08-03,12284.58,6525.22,6031.25
HRN,2025-08-03,9032.54,2526.42,6506.12
ODI,2025-08-03,5773.78,3260.0,2513.78
AP,2025-08-03,11064.92,7211.75,3853.17
SKM,2025-08-03,39.62,,39.62
NGD,2025-08-03,134.65,,134.65
TND,2025-08-03,14492.71,7585.96,6906.75
UP,2025-08-03,19731.79,11214.79,8517.0
MHA,2025-08-03,22257.46,14327.17,7930.29
GOA,2025-08-03,436.54,,436.54
MGA,2025-08-03,236.33,200.25,41.5
MPD,2025-08-03,9942.04,5522.71,4419.33
JAK,2025-08-03,2147.62,1065.79,1081.83
BGL,2025-08-03,8786.12,5495.17,3290.96
PU,2025-08-03,369.61,,369.61
JHK,2025-08-03,1467.5,409.0,1058.5
RJ,2025-08-03,12482.38,8416.12,4066.25
CTG,2025-08-03,5303.0,1873.21,3429.79
DL,2025-08-03,5203.21,505.75,4697.46
ACP,2025-08-03,139.5,,139.5
PNB,2025-08-03,12401.21,5186.29,7214.92
KRT,2025-08-03,10411.21,6688.88,3722.33
TPA,2025-08-03,234.58,108.0,126.58
CHG,2025-08-03,262.79,,262.79
DND,2025-08-03,322.25,,322.25
HP,2025-08-03,1327.12,1585.67,269.04
UTK,2025-08-03,1826.12,1040.04,786.08
ASM,2025-08-04,1823.08,338.25,1484.83
PU,2025-08-04,382.04,,382.04
ACP,2025-08-04,148.71,,148.71
HRN,2025-08-04,10116.25,2776.92,7339.33
TLG,2025-08-04,11971.5,6656.33,5315.17
MIP,2025-08-04,145.0,,145.0
BHR,2025-08-04,5448.83,367.58,5081.25
KRT,2025-08-04,10902.79,7281.46,3621.33
JHK,2025-08-04,1523.5,409.0,1114.5
KRL,2025-08-04,3076.08,1789.38,1286.71
TPA,2025-08-04,223.75,110.71,113.04
TND,2025-08-04,15209.88,7096.25,8113.62
DL,2025-08-04,5609.42,511.96,5097.46
UP,2025-08-04,18055.96,10442.25,7613.71
PNB,2025-08-04,12797.21,5160.83,7636.38
MGA,2025-08-04,242.29,210.0,44.29
BGL,2025-08-04,9162.08,5674.29,3487.79
MZM,2025-08-04,79.12,,79.12
GOA,2025-08-04,493.75,,493.75
SKM,2025-08-04,58.92,,58.92
CHG,2025-08-04,297.29,,297.29
RJ,2025-08-04,13057.71,8472.33,4585.38
AP,2025-08-04,10900.96,7451.54,3449.42
JAK,2025-08-04,2176.12,1061.46,1114.67
DND,2025-08-04,353.17,,353.17
MPD,2025-08-04,10347.79,5614.79,4733.0
HP,2025-08-04,1308.08,1655.62,347.54
GJT,2025-08-04,19039.62,11712.62,7327.0
MHA,2025-08-04,24177.46,14816.92,9360.54
NGD,2025-08-04,126.42,,126.42
CTG,2025-08-04,5669.46,2228.38,3441.08
DNH,2025-08-04,953.61,,953.61
UTK,2025-08-04,1867.38,1032.96,834.42
ODI,2025-08-04,5761.21,3260.0,2501.21
NGD,2025-08-05,138.38,,138.38
TLG,2025-08-05,11972.79,6630.71,5342.08
AP,2025-08-05,10458.88,6947.12,3511.75
HP,2025-08-05,1115.79,1393.71,360.25
BHR,2025-08-05,5910.38,421.96,5488.42
MPD,2025-08-05,10927.83,5844.54,5083.29
SKM,2025-08-05,60.25,,60.25
UP,2025-08-05,18768.12,11177.79,7590.33
MHA,2025-08-05,24599.71,14446.54,10153.17
CHG,2025-08-05,279.54,,279.54
RJ,2025-08-05,13392.21,9070.5,4321.71
GOA,2025-08-05,500.75,,500.75
KRL,2025-08-05,3258.54,1766.58,1491.96
DNH,2025-08-05,966.88,,966.88
MZM,2025-08-05,74.04,,74.04
GJT,2025-08-05,19497.25,11971.46,7525.79
TPA,2025-08-05,214.88,113.0,101.88
PU,2025-08-05,359.62,,359.62
MIP,2025-08-05,145.0,,145.0
UTK,2025-08-05,1830.92,848.88,982.04
HRN,2025-08-05,10361.5,2892.12,7469.38
ODI,2025-08-05,5898.26,3260.0,2638.26
KRT,2025-08-05,10153.67,7234.42,2919.25
JAK,2025-08-05,2147.83,1025.42,1122.42
PNB,2025-08-05,13069.58,5581.5,7488.08
DND,2025-08-05,370.12,,370.12
CTG,2025-08-05,5882.33,2025.46,3856.88
MGA,2025-08-05,248.08,217.33,38.67
DL,2025-08-05,5547.5,511.04,5036.46
ACP,2025-08-05,160.42,,160.42
BGL,2025-08-05,9022.17,5539.71,3482.46
ASM,2025-08-05,1894.75,255.42,1639.33
JHK,2025-08-05,1551.29,409.0,1142.29
TND,2025-08-05,15032.25,8557.5,6474.75
RJ,2025-08-06,13898.09,8739.7,5158.39
UTK,2025-08-06,1748.35,224.17,1524.17
UP,2025-08-06,19808.35,11435.74,8372.61
PNB,2025-08-06,13232.91,5749.78,7483.13
PU,2025-08-06,392.74,,392.74
DND,2025-08-06,373.61,,373.61
GJT,2025-08-06,19793.78,12066.61,7727.17
TPA,2025-08-06,227.52,113.0,114.52
JAK,2025-08-06,2117.17,1046.74,1070.43
CTG,2025-08-06,5984.26,1948.04,4036.22
BGL,2025-08-06,8632.65,5506.61,3126.04
CHG,2025-08-06,270.74,,270.74
TLG,2025-08-06,12132.87,7135.0,4997.87
SKM,2025-08-06,56.83,,56.83
BHR,2025-08-06,6274.65,440.96,5833.7
KRT,2025-08-06,9402.61,7386.87,2015.74
TND,2025-08-06,15607.3,9833.0,5774.3
DL,2025-08-06,5675.7,511.61,5164.09
HRN,2025-08-06,10584.91,2881.78,7703.13
ACP,2025-08-06,168.0,,168.0
MIP,2025-08-06,145.0,,145.0
DNH,2025-08-06,983.7,,983.7
AP,2025-08-06,10339.83,6756.83,3583.0
JHK,2025-08-06,1529.61,409.0,1120.61
HP,2025-08-06,1184.0,1443.35,265.09
ODI,2025-08-06,5840.61,3260.0,2580.61
MHA,2025-08-06,24757.04,14632.91,10124.13
GOA,2025-08-06,493.43,,493.43
ASM,2025-08-06,2017.87,326.0,1691.87
KRL,2025-08-06,3158.0,1683.22,1474.78
MPD,2025-08-06,11608.3,6072.22,5536.09
NGD,2025-08-06,140.48,,140.48
MZM,2025-08-06,78.22,,78.22
MGA,2025-08-06,258.48,211.0,54.26
MIP,2025-08-07,145.0,,145.0
UP,2025-08-07,21389.42,12349.92,9039.5
DND,2025-08-07,375.12,,375.12
PNB,2025-08-07,13756.46,5741.08,8015.38
AP,2025-08-07,10091.71,7435.88,2655.83
CTG,2025-08-07,5875.08,2309.71,3565.38
DL,2025-08-07,5936.13,519.3,5416.83
KRT,2025-08-07,9029.96,7009.88,2020.08
UTK,2025-08-07,1881.25,631.5,1249.75
KRL,2025-08-07,3270.08,1707.25,1562.83
MGA,2025-08-07,242.54,180.92,71.29
TND,2025-08-07,16109.71,9823.46,6286.25
PU,2025-08-07,406.92,,406.92
HP,2025-08-07,1153.29,1581.17,427.88
TLG,2025-08-07,11518.79,7546.25,3990.29
BHR,2025-08-07,6411.67,445.58,5966.08
BGL,2025-08-07,8832.46,5801.38,3031.08
ODI,2025-08-07,5669.88,3260.0,2409.88
ACP,2025-08-07,167.54,,167.54
MPD,2025-08-07,12038.62,6117.17,5921.46
NGD,2025-08-07,133.17,,133.17
GOA,2025-08-07,480.17,,480.17
TPA,2025-08-07,231.17,104.67,126.5
RJ,2025-08-07,14218.25,8369.29,5848.96
MHA,2025-08-07,24498.92,14255.79,10243.12
GJT,2025-08-07,20665.5,13276.17,7389.33
DNH,2025-08-07,985.61,,985.61
SKM,2025-08-07,50.46,,50.46
HRN,2025-08-07,11106.54,2952.96,8153.58
JHK,2025-08-07,1521.71,409.0,1112.71
JAK,2025-08-07,2124.25,1058.58,1065.67
MZM,2025-08-07,80.67,,80.67
ASM,2025-08-07,1997.79,301.29,1696.5
CHG,2025-08-07,281.08,,281.08
GOA,2025-08-08,490.38,,490.38
KRT,2025-08-08,9621.33,7653.54,1967.79
TPA,2025-08-08,223.21,113.25,109.96
MGA,2025-08-08,242.12,205.25,52.04
RJ,2025-08-08,14606.0,8818.71,5787.29
SKM,2025-08-08,49.29,,49.29
PNB,2025-08-08,14169.38,5480.0,8689.38
MPD,2025-08-08,11779.88,5775.21,6004.67
CHG,2025-08-08,288.79,,288.79
CTG,2025-08-08,5728.25,2290.08,3438.17
HRN,2025-08-08,11379.62,2644.17,8735.46
ODI,2025-08-08,5417.04,3260.0,2157.04
JHK,2025-08-08,1570.12,409.0,1161.12
AP,2025-08-08,9682.04,7653.79,2028.25
HP,2025-08-08,1201.21,1425.33,225.79
DND,2025-08-08,381.39,,381.39
BHR,2025-08-08,6227.54,421.38,5806.17
UP,2025-08-08,21061.75,12436.0,8625.75
TND,2025-08-08,16308.38,8971.67,7336.71
KRL,2025-08-08,3342.42,1804.83,1537.58
ACP,2025-08-08,156.17,,156.17
ASM,2025-08-08,1959.29,290.21,1669.08
GJT,2025-08-08,21305.62,13643.46,7662.17
NGD,2025-08-08,136.62,,136.62
JAK,2025-08-08,2219.58,1052.08,1167.5
UTK,2025-08-08,1881.5,1036.21,845.29
DL,2025-08-08,5942.08,519.33,5422.75
MHA,2025-08-08,23651.12,13251.83,10399.29
PU,2025-08-08,408.75,,408.75
BGL,2025-08-08,8452.17,5780.92,2671.25
TLG,2025-08-08,9850.5,7208.46,2642.04
MIP,2025-08-08,145.0,,145.0
DNH,2025-08-08,967.42,,967.42
MZM,2025-08-08,78.12,,78.12
NGD,2025-08-09,141.0,,141.0
DL,2025-08-09,4643.88,504.96,4138.92
MGA,2025-08-09,245.71,203.58,54.38
PNB,2025-08-09,14466.67,5202.75,9263.92
HRN,2025-08-09,9233.38,2320.62,6912.75
CHG,2025-08-09,251.12,,251.12
TPA,2025-08-09,232.58,104.25,128.33
DNH,2025-08-09,856.25,,856.25
JHK,2025-08-09,1588.17,409.0,1179.17
JAK,2025-08-09,2214.79,1029.96,1227.75
TLG,2025-08-09,9682.12,6787.5,2894.62
BGL,2025-08-09,8864.43,5652.04,3212.39
ASM,2025-08-09,1863.33,250.88,1612.46
RJ,2025-08-09,13653.83,8021.88,5631.96
ODI,2025-08-09,5579.88,3260.0,2319.88
CTG,2025-08-09,5632.17,2233.17,3399.0
DND,2025-08-09,281.08,,281.08
MPD,2025-08-09,10953.42,5508.79,5444.62
TND,2025-08-09,15512.54,7728.71,7783.83
UTK,2025-08-09,1604.25,1027.88,576.38
MIP,2025-08-09,145.0,,145.0
ACP,2025-08-09,132.71,,132.71
KRT,2025-08-09,8722.33,6846.17,1876.17
BHR,2025-08-09,6180.25,416.75,5763.5
MHA,2025-08-09,21936.29,12528.08,9408.21
UP,2025-08-09,19478.46,11925.29,7553.17
GJT,2025-08-09,17923.25,11357.83,6565.42
AP,2025-08-09,9253.29,6860.25,2393.04
HP,2025-08-09,1020.71,1479.21,458.5
SKM,2025-08-09,50.83,,50.83
PU,2025-08-09,390.17,,390.17
GOA,2025-08-09,486.33,,486.33
KRL,2025-08-09,3313.79,1701.61,1683.08
MZM,2025-08-09,83.0,,83.0
MPD,2025-08-10,10633.13,5427.57,5205.57
JHK,2025-08-10,1582.96,409.0,1191.74
GJT,2025-08-10,19095.5,11539.75,7555.75
TPA,2025-08-10,240.58,102.88,137.71
RJ,2025-08-10,13584.79,8351.88,5232.92
SKM,2025-08-10,33.46,,33.46
UP,2025-08-10,19922.62,11606.29,8316.33
HRN,2025-08-10,9189.12,2091.42,7097.71
ASM,2025-08-10,1745.52,232.43,1513.09
ODI,2025-08-10,5675.67,3260.0,2415.67
DND,2025-08-10,294.46,,294.46
TND,2025-08-10,13732.71,8241.17,5491.54
BGL,2025-08-10,8843.42,5358.62,3484.79
NGD,2025-08-10,141.0,,141.0
PU,2025-08-10,340.17,,340.17
HP,2025-08-10,961.21,1501.5,540.29
MZM,2025-08-10,76.58,,76.58
DNH,2025-08-10,875.38,,875.38
GOA,2025-08-10,438.83,,438.83
BHR,2025-08-10,6438.0,428.75,6009.25
AP,2025-08-10,8926.33,6938.29,1988.04
ACP,2025-08-10,134.0,,134.0
MGA,2025-08-10,254.25,200.71,54.62
KRT,2025-08-10,7594.0,6380.17,1213.83
JAK,2025-08-10,2161.38,1050.12,1111.25
CHG,2025-08-10,250.92,,250.92
PNB,2025-08-10,14042.83,4924.04,9118.79
UTK,2025-08-10,1620.12,1036.42,583.71
CTG,2025-08-10,5752.54,2270.5,3482.04
MHA,2025-08-10,21118.96,12549.3,9092.54
MIP,2025-08-10,145.0,,145.0
KRL,2025-08-10,3046.61,1733.05,1388.91
DL,2025-08-10,4813.54,512.08,4301.46
TLG,2025-08-10,9164.12,6075.17,3088.96
DNH,2025-08-11,920.17,,920.17
SKM,2025-08-11,50.79,,50.79
BHR,2025-08-11,6623.96,430.08,6193.88
TLG,2025-08-11,9391.54,6176.04,3215.5
GJT,2025-08-11,20653.12,12611.12,8042.0
TPA,2025-08-11,271.83,106.71,165.12
NGD,2025-08-11,141.0,,141.0
GOA,2025-08-11,480.96,,480.96
UP,2025-08-11,21353.71,12147.08,9206.62
ASM,2025-08-11,1827.08,245.96,1581.12
ACP,2025-08-11,140.48,,140.48
MPD,2025-08-11,11181.17,5709.42,5471.75
BGL,2025-08-11,9688.67,5498.38,4190.29
PNB,2025-08-11,13395.25,4405.33,8989.92
TND,2025-08-11,14086.29,8170.79,5915.5
AP,2025-08-11,8867.25,7348.25,1519.0
CHG,2025-08-11,278.96,,278.96
KRL,2025-08-11,3308.92,1727.17,1581.75
RJ,2025-08-11,14700.71,9076.33,5624.38
MHA,2025-08-11,22327.71,13363.33,8964.38
MGA,2025-08-11,261.74,202.04,60.65
KRT,2025-08-11,8358.42,7227.62,1155.12
JHK,2025-08-11,1692.21,409.0,1283.21
JAK,2025-08-11,2268.54,1040.33,1228.21
HRN,2025-08-11,10531.04,2495.0,8036.04
ODI,2025-08-11,5972.58,3260.0,2712.58
MZM,2025-08-11,79.67,,79.67
PU,2025-08-11,356.92,,356.92
UTK,2025-08-11,1838.75,986.83,851.92
DND,2025-08-11,352.08,,352.08
MIP,2025-08-11,145.0,,145.0
CTG,2025-08-11,6034.17,2423.83,3610.35
HP,2025-08-11,1139.92,1510.58,370.67
DL,2025-08-11,5532.29,587.58,4944.71
MIP,2025-08-12,145.0,,145.0
MZM,2025-08-12,76.33,,76.33
NGD,2025-08-12,141.0,,141.0
PU,2025-08-12,356.67,,356.67
UTK,2025-08-12,1919.71,756.54,1163.17
DNH,2025-08-12,933.29,,933.29
MHA,2025-08-12,22993.08,14029.67,8963.42
DND,2025-08-12,374.08,,374.08
GJT,2025-08-12,20496.83,12760.12,7736.71
HP,2025-08-12,1085.29,1526.5,441.21
MGA,2025-08-12,262.96,199.29,67.92
MPD,2025-08-12,11571.79,5889.96,5681.83
ODI,2025-08-12,6238.75,3260.0,2978.75
HRN,2025-08-12,10211.38,2763.25,7448.12
TPA,2025-08-12,280.33,112.62,167.71
ACP,2025-08-12,149.0,,149.0
GOA,2025-08-12,506.67,,506.67
JAK,2025-08-12,1943.62,1039.12,904.5
JHK,2025-08-12,1753.04,409.0,1344.04
KRL,2025-08-12,3290.21,1683.58,1606.62
TLG,2025-08-12,9107.25,6022.21,3085.04
DL,2025-08-12,5529.17,661.0,4868.17
AP,2025-08-12,8920.04,7739.21,1180.83
CTG,2025-08-12,6261.5,2336.54,3924.96
CHG,2025-08-12,261.29,,261.29
BGL,2025-08-12,10140.0,5245.04,4894.96
UP,2025-08-12,21860.79,12182.54,9678.25
RJ,2025-08-12,15253.67,9104.88,6148.79
KRT,2025-08-12,8525.08,7409.08,1125.5
BHR,2025-08-12,7009.79,432.75,6577.04
ASM,2025-08-12,1862.0,268.75,1593.25
PNB,2025-08-12,12109.08,4020.33,8088.75
TND,2025-08-12,14597.25,9810.88,4786.38
SKM,2025-08-12,58.46,,58.46
UTK,2025-08-13,2083.04,857.92,1225.12
BHR,2025-08-13,5767.88,359.96,5407.92
HRN,2025-08-13,10854.83,2781.39,8189.33
NGD,2025-08-13,141.0,,141.0
RJ,2025-08-13,15612.46,8604.71,7007.75
CTG,2025-08-13,5750.42,1897.67,3852.75
PU,2025-08-13,380.12,,380.12
DND,2025-08-13,379.46,,379.46
KRT,2025-08-13,8491.58,7411.79,1102.04
DNH,2025-08-13,943.83,,943.83
MGA,2025-08-13,250.0,217.12,41.62
SKM,2025-08-13,55.33,,55.33
PNB,2025-08-13,12980.29,4275.79,8704.5
MZM,2025-08-13,75.88,,75.88
JAK,2025-08-13,2031.92,1027.92,1004.0
CHG,2025-08-13,286.54,,286.54
DL,2025-08-13,5772.58,658.0,5114.58
ODI,2025-08-13,6021.38,3260.0,2761.38
ACP,2025-08-13,146.12,,146.12
MIP,2025-08-13,145.0,,145.0
TLG,2025-08-13,8665.5,5936.71,2728.79
BGL,2025-08-13,9689.88,5346.25,4343.62
KRL,2025-08-13,3275.21,1646.29,1628.92
MPD,2025-08-13,11398.92,5706.83,5692.08
GJT,2025-08-13,20574.46,12011.04,8563.42
AP,2025-08-13,8332.62,7665.17,689.96
UP,2025-08-13,22427.79,12631.25,9796.54
TPA,2025-08-13,244.38,112.92,131.46
ASM,2025-08-13,1683.38,253.33,1430.04
HP,2025-08-13,1169.71,1526.0,356.29
JHK,2025-08-13,1691.71,409.0,1282.71
MHA,2025-08-13,23528.46,14174.17,9354.29
TND,2025-08-13,14458.58,9872.21,4586.38
GOA,2025-08-13,489.96,,489.96
HP,2025-08-14,1222.08,1105.12,317.79
GOA,2025-08-14,483.83,,483.83
ASM,2025-08-14,1850.96,271.75,1579.21
GJT,2025-08-14,20112.74,11269.91,8842.83
DNH,2025-08-14,930.62,,930.62
AP,2025-08-14,8185.17,7576.75,630.83
CTG,2025-08-14,5531.67,2093.29,3438.38
CHG,2025-08-14,265.17,,265.17
JAK,2025-08-14,1952.5,1027.71,924.79
BGL,2025-08-14,9373.88,5365.62,4008.25
BHR,2025-08-14,6057.71,418.5,5639.21
DND,2025-08-14,375.38,,375.38
ACP,2025-08-14,152.5,,152.5
HRN,2025-08-14,9875.33,2334.29,7541.04
JHK,2025-08-14,1661.62,409.0,1252.62
TLG,2025-08-14,8785.83,5894.54,2891.29
DL,2025-08-14,5312.0,571.29,4740.71
KRT,2025-08-14,8322.12,7439.17,1004.71
TPA,2025-08-14,250.46,105.71,144.75
MIP,2025-08-14,145.0,,145.0
PNB,2025-08-14,10606.54,4129.04,6477.5
SKM,2025-08-14,50.33,,50.33
NGD,2025-08-14,141.0,,141.0
PU,2025-08-14,383.12,,383.12
ODI,2025-08-14,6284.29,3260.0,3024.29
MPD,2025-08-14,10935.75,5378.5,5557.25
RJ,2025-08-14,15267.62,7790.54,7477.08
UP,2025-08-14,20704.46,12533.62,8170.83
KRL,2025-08-14,3210.5,1557.67,1652.83
UTK,2025-08-14,2029.42,592.0,1437.42
MZM,2025-08-14,74.75,,74.75
MGA,2025-08-14,245.67,205.42,46.25
TND,2025-08-14,14638.92,10429.12,4215.62
MHA,2025-08-14,22649.62,13971.04,8678.58
BGL,2025-08-15,8707.25,5035.17,3672.08
RJ,2025-08-15,14492.88,7503.04,6989.83
DND,2025-08-15,250.13,,250.13
PU,2025-08-15,335.09,,335.09
ODI,2025-08-15,5973.75,3260.0,2713.75
TND,2025-08-15,13205.0,9776.71,3650.38
DL,2025-08-15,4399.12,508.29,3890.83
NGD,2025-08-15,141.0,,141.0
ACP,2025-08-15,158.12,,158.12
GJT,2025-08-15,17516.62,8530.33,8986.29
KRL,2025-08-15,2974.48,1445.7,1528.78
UP,2025-08-15,22858.92,12877.83,9981.08
JAK,2025-08-15,1968.83,1045.0,923.83
UTK,2025-08-15,1719.46,595.58,1123.88
JHK,2025-08-15,1664.96,409.0,1255.96
CTG,2025-08-15,5359.71,2228.62,3131.08
TLG,2025-08-15,8765.46,6215.96,2549.5
MGA,2025-08-15,253.17,233.26,28.61
MZM,2025-08-15,73.88,,73.88
DNH,2025-08-15,757.83,,757.83
TPA,2025-08-15,249.33,109.25,140.08
SKM,2025-08-15,35.62,,35.62
GOA,2025-08-15,416.38,,416.38
PNB,2025-08-15,10676.08,3958.08,6718.0
HP,2025-08-15,985.96,1076.83,411.12
MHA,2025-08-15,19254.83,12925.67,6329.17
MIP,2025-08-15,145.0,,145.0
HRN,2025-08-15,8581.08,1785.21,6795.88
AP,2025-08-15,8132.12,7793.42,403.29
MPD,2025-08-15,10901.21,5405.88,5495.33
BHR,2025-08-15,6465.62,388.54,6077.08
ASM,2025-08-15,1826.83,267.0,1559.83
CHG,2025-08-15,230.83,,230.83
KRT,2025-08-15,7206.12,6905.21,720.5
TLG,2025-08-16,8711.79,5888.08,2823.71
HRN,2025-08-16,9350.33,2003.62,7346.71
MPD,2025-08-16,10961.43,5386.61,5574.83
KRT,2025-08-16,7496.62,6847.62,782.58
DNH,2025-08-16,832.46,,832.46
UTK,2025-08-16,1974.21,836.0,1138.21
SKM,2025-08-16,40.42,,40.42
BHR,2025-08-16,6927.33,329.83,6597.5
NGD,2025-08-16,141.0,,141.0
AP,2025-08-16,8212.17,7911.38,540.54
GJT,2025-08-16,15503.21,7747.33,7755.88
KRL,2025-08-16,3063.38,1472.96,1590.42
ASM,2025-08-16,2050.33,286.83,1763.5
ODI,2025-08-16,5863.62,3260.0,2603.62
MZM,2025-08-16,73.08,,73.08
RJ,2025-08-16,14581.88,7648.75,6933.12
DND,2025-08-16,297.21,,297.21
PU,2025-08-16,328.12,,328.12
GOA,2025-08-16,474.83,,474.83
CTG,2025-08-16,5344.88,2454.0,2890.88
MHA,2025-08-16,19875.33,13353.33,6522.0
UP,2025-08-16,24435.42,14119.04,10316.38
MGA,2025-08-16,266.29,189.0,77.29
TPA,2025-08-16,244.04,108.67,135.38
TND,2025-08-16,13964.29,10433.04,3531.25
MIP,2025-08-16,145.0,,145.0
CHG,2025-08-16,247.75,,247.75
DL,2025-08-16,4888.25,374.58,4513.67
ACP,2025-08-16,142.46,,142.46
JHK,2025-08-16,1709.17,409.0,1300.17
PNB,2025-08-16,11992.25,4400.25,7592.0
HP,2025-08-16,1049.38,1354.62,305.25
BGL,2025-08-16,9568.96,5383.46,4185.5
JAK,2025-08-16,2049.33,1032.83,1016.5
PU,2025-08-17,329.38,,329.38
PNB,2025-08-17,12117.46,3789.22,8486.12
UTK,2025-08-17,1803.88,566.88,1237.0
SKM,2025-08-17,43.21,,43.21
AP,2025-08-17,7954.0,7464.88,525.29
CHG,2025-08-17,225.58,,225.58
MGA,2025-08-17,248.62,174.58,81.29
TLG,2025-08-17,8967.54,5832.79,3134.75
BGL,2025-08-17,9348.88,4949.04,4399.83
RJ,2025-08-17,14840.38,7412.88,7427.5
KRT,2025-08-17,6957.33,6985.42,482.33
JAK,2025-08-17,1902.88,902.5,1000.38
HP,2025-08-17,1055.88,1216.62,264.08
HRN,2025-08-17,9116.46,1884.96,7231.5
BHR,2025-08-17,6772.33,211.42,6560.92
TPA,2025-08-17,257.79,97.92,159.88
ASM,2025-08-17,1814.29,249.83,1564.46
GOA,2025-08-17,453.62,,453.62
DNH,2025-08-17,887.92,,887.92
MPD,2025-08-17,11111.83,5527.75,5584.08
ODI,2025-08-17,5669.96,3260.0,2545.79
CTG,2025-08-17,5394.04,2332.79,3061.25
JHK,2025-08-17,1684.54,409.0,1275.54
UP,2025-08-17,23313.21,13717.25,9595.96
TND,2025-08-17,13072.38,10108.42,3113.12
ACP,2025-08-17,142.0,,142.0
GJT,2025-08-17,15002.5,7878.38,7124.12
DND,2025-08-17,332.75,,332.75
DL,2025-08-17,5038.04,241.5,4796.54
NGD,2025-08-17,141.0,,141.0
MIP,2025-08-17,145.0,,145.0
MHA,2025-08-17,19781.46,13374.17,6407.29
MZM,2025-08-17,69.04,,69.04
KRL,2025-08-17,2812.29,1587.83,1224.46
JHK,2025-08-18,1632.0,409.0,1223.0
MZM,2025-08-18,66.62,,66.62
DNH,2025-08-18,922.58,,922.58
DND,2025-08-18,363.17,,363.17
TND,2025-08-18,14211.75,10531.62,3680.12
PNB,2025-08-18,12283.08,4015.04,8268.04
ACP,2025-08-18,164.71,,164.71
DL,2025-08-18,5488.71,242.79,5245.92
HP,2025-08-18,1152.12,1367.67,259.54
CTG,2025-08-18,5350.75,2353.5,2997.25
KRT,2025-08-18,7450.0,7138.79,872.12
MIP,2025-08-18,145.0,,145.0
CHG,2025-08-18,256.71,,256.71
